   8.5132435e+00   7.0879738e+00
   7.9073449e+00   8.4266375e+00
   8.6431459e+00   5.6864362e+00
   6.6465516e+00   8.3078392e+00
   6.3669009e+00   7.6649549e+00
   7.8413977e+00   6.9921556e+00
   7.5498175e+00   8.0887813e+00
   6.5485607e+00   6.7708128e+00
   7.4327104e+00   6.5895907e+00
   5.8148865e+00   7.2839182e+00
   8.1767593e+00   7.9696135e+00
   7.7561371e+00   7.6981475e+00
   8.1644141e+00   7.8956249e+00
   8.6749364e+00   9.2358685e+00
   6.8384099e+00   8.6611238e+00
   7.0482450e+00   9.4158471e+00
   7.4019061e+00   1.0133548e+01
   8.1864322e+00   5.8345006e+00
   8.5646352e+00   6.8010598e+00
   7.8920081e+00   7.4740448e+00
   7.4452439e+00   8.9916900e+00
   8.6502920e+00   8.3133714e+00
   7.0974895e+00   9.0883931e+00
   8.9285245e+00   8.0359053e+00
   6.3180268e+00   6.7649874e+00
   7.2646382e+00   7.1326149e+00
   7.0985749e+00   7.2696691e+00
   5.1908574e+00   6.9669407e+00
   6.7458191e+00   7.1965527e+00
   7.3603637e+00   7.4634296e+00
   7.0375487e+00   6.4593631e+00
   8.2662658e+00   8.5529660e+00
   6.9723092e+00   7.8807989e+00
   8.1399552e+00   7.2146182e+00
   7.0827660e+00   7.1422520e+00
   6.4005227e+00   7.2659303e+00
   8.6220203e+00   7.6938857e+00
   7.8958209e+00   8.1978728e+00
   6.4859497e+00   7.4526446e+00
   7.7585641e+00   7.1475657e+00
   7.4653360e+00   6.8629243e+00
   7.1007503e+00   6.9871419e+00
   6.8907507e+00   8.0353637e+00
   8.0093896e+00   8.6160245e+00
   8.5238172e+00   8.7275373e+00
   7.1495259e+00   6.8443273e+00
   8.9140440e+00   6.0286156e+00
   7.8214735e+00   8.8149371e+00
   8.5205283e+00   7.5356138e+00
   6.9724120e+00   8.7189701e+00
   8.0444972e+00   8.2092472e+00
   5.6951701e+00   8.5875205e+00
   9.6951279e+00   7.7909227e+00
   7.2920402e+00   6.8941937e+00
   8.2145548e+00   3.9248217e+00
   8.7535168e+00   6.8544641e+00
   8.2735009e+00   7.4068660e+00
   6.3807494e+00   6.1231954e+00
