"V1" "y" "V3" "lbls"
"1" -5.21464738987345 7.0879738 6.7292471710867 "1"
"2" -0.421761512236466 8.4266375 7.89608894291041 "1"
"3" -6.13460069489084 5.6864362 6.08856677412111 "1"
"4" 6.21256943285542 8.3078392 2.36233554208816 "1"
"5" 6.34460334957143 7.6649549 0.532386520328825 "1"
"6" 0.0986730266420111 6.9921556 7.84077684438083 "1"
"7" 2.26113849715936 8.0887813 7.20326293980514 "1"
"8" 6.31932253083197 6.7708128 1.7175010896369 "1"
"9" 3.03939042516652 6.5895907 6.78286736813232 "1"
"10" 5.18884096002836 7.2839182 -2.62465893011154 "1"
"11" -2.59368442547017 7.9696135 7.75449506745668 "1"
"12" 0.757685311599644 7.6981475 7.71903981610294 "1"
"13" -2.49398732926716 7.8956249 7.77416778811299 "1"
"14" -6.348291200959 9.2358685 5.9121671468144 "1"
"15" 5.81115812821877 8.6611238 3.60475951614736 "1"
"16" 5.08418821400203 9.4158471 4.88147393567024 "1"
"17" 3.23340058121107 10.133548 6.65832821319594 "1"
"18" -2.6717272244699 5.8345006 7.73818750116739 "1"
"19" -5.58696223921064 6.8010598 6.49144275540603 "1"
"20" -0.300032857162781 7.4740448 7.88630281786645 "1"
"21" 2.95912231567682 8.99169 6.83192885291926 "1"
"22" -6.18306108901968 8.3133714 6.0495708322752 "1"
"23" 4.87153640358447 9.0883931 5.16163639470678 "1"
"24" -7.85149967127938 8.0359053 4.25117662053696 "1"
"25" 6.31419236797535 6.7649874 0.220084951144042 "1"
"26" 4.03779731925532 7.1326149 6.03913578134436 "1"
"27" 4.86667522874889 7.2696691 5.1677110821709 "1"
"28" 2.38997524120898 6.9669407 -4.60793000093782 "1"
"29" 6.03669943029458 7.1965527 3.01070345902846 "1"
"30" 3.48745089668924 7.4634296 6.48171582526256 "1"
"31" 5.12831561200398 6.4593631 4.81948863351165 "1"
"32" -3.31231868307301 8.552966 7.57361837023857 "1"
"33" 5.38125190270149 7.8807989 4.43342120039098 "1"
"34" -2.2962130830306 7.2146182 7.8093710460783 "1"
"35" 4.93674060238722 7.142252 5.07879576627152 "1"
"36" 6.35651182785872 7.2659303 0.749298482253556 "1"
"37" -5.98994027805242 7.6938857 6.20160056106304 "1"
"38" -0.330258977055475 8.1978728 7.88891099537516 "1"
"39" 6.35307615865462 7.4526446 1.30612665284205 "1"
"40" 0.739180215964658 7.1475657 7.72327194278016 "1"
"41" 2.82888009380272 6.8629243 6.90859457543882 "1"
"42" 4.85690985606383 6.9871419 5.17987272749246 "1"
"43" 5.65758398436669 8.0353637 3.93372452891506 "1"
"44" -1.23971864453478 8.6160245 7.91286417468296 "1"
"45" -5.29207235723065 8.7275373 6.68202288419091 "1"
"46" 4.63017034584491 6.8443273 5.44768236622045 "1"
"47" -7.77648691850673 6.0286156 4.35734226796905 "1"
"48" 0.254216727754555 8.8149371 7.81734108035028 "1"
"49" -5.26803382373624 7.5356138 6.69680686171192 "1"
"50" 5.38087545323756 8.7189701 4.43403974435158 "1"
"51" -1.5233474822988 8.2092472 7.89894598341967 "1"
"52" 4.73862814134791 8.5875205 -3.15917169618234 "1"
"53" -9.34297659323093 7.7909227 -2.58926502616039 "1"
"54" 3.88541840455543 6.8941937 6.17068667977544 "1"
"55" -2.89818200479651 3.9248217 7.68631586842986 "1"
"56" -6.85433523392935 6.8544641 5.44446001627314 "1"
"57" -3.36997440867461 7.406866 7.55606310370546 "1"
"58" 6.35040509523375 6.1231954 0.621544875314384 "1"
"59" 4.23398465237263 6.9186377 5.858300926232 "1"
"60" 4.32296343201608 6.9555154 5.77168006215943 "1"
"61" -0.239684407924156 7.9463615 7.88074216906939 "1"
"62" 1.51178229225016 7.4189596 7.5044288810044 "1"
"63" 2.04781254995562 9.7152008 7.2985967586038 "1"
"64" -9.4523721834675 8.3237335 -0.30851996869472 "1"
"65" -9.45399435516975 6.8730904 -0.331165444076529 "1"
"66" -9.25322702777416 6.825797 -3.05114434301918 "1"
"67" -6.10249690406789 8.0765187 6.11408430271136 "1"
"68" 6.25875843555182 7.5576624 2.12965574742439 "1"
"69" 4.9548587365159 8.2404203 -2.9190759207822 "1"
"70" 6.05026612572149 8.2097332 2.96866308795625 "1"
"71" -2.84178771427008 6.6483037 7.69987032633434 "1"
"72" 3.02416707743378 7.9179241 6.79228054037061 "1"
"73" 3.11407711192376 8.1004383 6.73593878061675 "1"
"74" 3.63212696691537 6.3263996 6.37376427344829 "1"
"75" -6.9667393051524 7.4204319 5.32987437260863 "1"
"76" -5.30619717706552 7.4066853 6.6732843337488 "1"
"77" 3.3540502261325 4.5345225 6.57643962925352 "1"
"78" -1.34212847218858 6.9248478 7.90900768339449 "1"
"79" -8.44089422991917 8.4441343 3.27650360282732 "1"
"80" 3.95376483720303 5.7674622 6.11259899327265 "1"
"81" -0.353391287975729 7.4645768 -4.62260034602477 "1"
"82" -5.60028256652093 7.1987753 6.48242016005769 "1"
"83" -1.13868342886305 6.9573022 -4.30583732845438 "1"
"84" 1.28761983718772 5.8858612 7.5770235865659 "1"
"85" 3.14052490360868 7.7199613 6.71901928173168 "1"
"86" 4.43992162607545 8.1206489 5.65309095926996 "1"
"87" 5.84390843876097 8.5674487 3.52812416824956 "1"
"88" -1.9998072217396 7.1439204 7.85270553568996 "1"
"89" -6.99828242790453 8.3203469 5.29694887166741 "1"
"90" -1.64168576653928 8.0007559 7.89014109744545 "1"
"91" -0.637122716459477 7.2553274 7.9087457346586 "1"
"92" 3.54527671394984 8.3702309 6.43923684674278 "1"
"93" -5.05781299853906 8.1439128 6.82146958564513 "1"
"94" -1.78854038827197 7.325451 7.87675525759165 "1"
"95" 3.23197063646192 5.1340893 -4.27555774280621 "1"
